CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
ASSAULT,11/23/2017 03:15:00 PM,17-061217,BATTERY,04X,1500 JACKSON ST,Oakland,CA,"1500 JACKSON ST
Oakland, CA
(37.802902, -122.264655)"
ASSAULT,11/10/2017 02:00:00 AM,17-058929,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35Y,3600 MALCOLM AV,Oakland,CA,"3600 MALCOLM AV
Oakland, CA
(37.746522, -122.139148)"
ASSAULT,10/22/2017 11:59:00 PM,17-055525,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,9900 HOLLY ST,Oakland,CA,"9900 HOLLY ST
Oakland, CA
(37.743891, -122.168386)"
MOTOR VEHICLE THEFT,11/23/2017 07:00:00 AM,17-061203,VEHICLE THEFT - AUTO,27Y,5100 INTERNATIONAL BOULEVARD,Oakland,CA,"5100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.769027, -122.207874)"
THEFT/LARCENY,10/07/2017 08:45:00 AM,17-052617,BURGLARY-AUTO,03Y,1200 CASTRO ST,Oakland,CA,"1200 CASTRO ST
Oakland, CA
(37.805641, -122.277767)"
MOTOR VEHICLE THEFT,09/08/2017 06:00:00 AM,17-047298,VEHICLE THEFT - AUTO,27X,1600 HIGH ST,Oakland,CA,"1600 HIGH ST
Oakland, CA
(37.773599, -122.213189)"
VANDALISM,09/29/2017 04:50:00 AM,17-915362,VANDALISM,25X,3500 HARBOR VIEW AVE,Oakland,CA,"3500 HARBOR VIEW AVE
Oakland, CA
(37.79723, -122.194584)"
BURGLARY,10/02/2017 10:00:00 AM,17-052138,BURGLARY-FORCIBLE ENTRY,12Y,400 PEDESTRIAN WY,Oakland,CA,"400 PEDESTRIAN WY
Oakland, CA
(37.845169, -122.254269)"
MOTOR VEHICLE THEFT,09/07/2017 08:30:00 AM,17-047010,SC STOLEN VEHICLE - AUTO,31Z,11000 ROBLEDO DR,Oakland,CA,"11000 ROBLEDO DR
Oakland, CA
(37.730091, -122.173641)"
ASSAULT,11/23/2017 05:13:00 PM,17-061233,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,1600 12TH ST,Oakland,CA,"1600 12TH ST
Oakland, CA
(37.810102, -122.295385)"
ASSAULT,11/02/2017 05:15:00 PM,17-057611,THREAT CRIME:INT:TERRORIZE,12X,5000 TELEGRAPH AV,Oakland,CA,"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
VANDALISM,11/04/2017 07:00:00 PM,17-917457,VANDALISM,15X,1600 2ND AVE,Oakland,CA,"1600 2ND AVE
Oakland, CA
(37.799063, -122.254775)"
THEFT/LARCENY,09/03/2017 11:45:00 AM,17-913889,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740775, -122.198319)"
MOTOR VEHICLE THEFT,11/15/2017 10:00:00 PM,17-059997,VEHICLE THEFT - AUTO,21X,2000 23RD AV,Oakland,CA,"2000 23RD AV
Oakland, CA
(37.787593, -122.232019)"
THEFT/LARCENY,09/03/2017 11:00:00 PM,17-914079,BURGLARY-AUTO,30Y,2600 PARKER AVE,Oakland,CA,"2600 PARKER AVE
Oakland, CA
(37.763687, -122.172121)"
THEFT/LARCENY,09/05/2017 07:35:00 PM,17-913942,BURGLARY-AUTO,12X,5000 TELEGRAPH AVE,Oakland,CA,"5000 TELEGRAPH AVE
Oakland, CA
(37.83653, -122.262463)"
ASSAULT,11/22/2017 08:40:00 PM,17-061104,THREAT CRIME:INT:TERRORIZE,07X,2700 CHESTNUT ST,Oakland,CA,"2700 CHESTNUT ST
Oakland, CA
(37.819646, -122.281308)"
VANDALISM,09/05/2017 12:05:00 PM,17-913963,VANDALISM,19X,700 INTERNATIONAL BOULEVARD,Oakland,CA,"700 INTERNATIONAL BOULEVARD
Oakland, CA
(37.794281, -122.252182)"
MOTOR VEHICLE THEFT,11/01/2017 05:30:00 PM,17-057664,VEHICLE THEFT - AUTO,17X,400 E 19TH ST,Oakland,CA,"400 E 19TH ST
Oakland, CA
(37.799746, -122.250006)"
THEFT/LARCENY,10/02/2017 08:00:00 AM,17-916208,THEFT,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.805162, -122.293993)"
ASSAULT,11/23/2017 12:00:00 AM,17-061160,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,20X,2500 INTERNATIONAL BLVD,Oakland,CA,"2500 INTERNATIONAL BLVD
Oakland, CA
(37.782068, -122.2337)"
MOTOR VEHICLE THEFT,10/15/2017 07:00:00 PM,17-054388,VEHICLE THEFT - AUTO,31Z,10100 PIPPIN ST,Oakland,CA,"10100 PIPPIN ST
Oakland, CA
(37.737142, -122.178399)"
THEFT/LARCENY,09/11/2017 03:20:00 AM,17-914314,BURGLARY-AUTO,31Y,8400 ENTERPRISE WAY,Oakland,CA,"8400 ENTERPRISE WAY
Oakland, CA
(37.743996, -122.194839)"
VANDALISM,09/02/2017 09:00:00 PM,17-913998,VANDALISM,29X,3100 64TH AVE,Oakland,CA,"3100 64TH AVE
Oakland, CA
(37.772631, -122.181635)"
ROBBERY,09/04/2017 04:20:00 PM,17-046433,"SC ROBBERY - HANDS, FISTS, FEET, ETC, - AGGRAVATED",03X,1300 BROADWAY,Oakland,CA,"1300 BROADWAY
Oakland, CA
(37.803663, -122.271636)"
VANDALISM,10/25/2017 08:55:00 AM,17-916899,VANDALISM,04X,1600 WEBSTER ST,Oakland,CA,"1600 WEBSTER ST
Oakland, CA
(37.805045, -122.26775)"
DRUGS/ALCOHOL VIOLATIONS,09/02/2017 02:42:00 PM,17-046074,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,34X,9200 INTERNATIONAL BLVD,Oakland,CA,"9200 INTERNATIONAL BLVD
Oakland, CA
(37.748554, -122.173516)"
VANDALISM,09/05/2017 02:25:00 AM,17-046487,VANDALISM,21Y,3000 CURRAN AV,Oakland,CA,"3000 CURRAN AV
Oakland, CA
(37.791782, -122.211536)"
ASSAULT,10/05/2017 03:00:00 AM,17-052137,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,13Y,7000 PINEHAVEN RD,Oakland,CA,"7000 PINEHAVEN RD
Oakland, CA
(37.846112, -122.212229)"
BURGLARY,09/14/2017 05:30:00 PM,17-052218,BURGLARY-FORCIBLE ENTRY,21Y,3000 LYNDE ST,Oakland,CA,"3000 LYNDE ST
Oakland, CA
(37.791063, -122.219401)"
VANDALISM,11/22/2017 08:55:00 AM,17-060999,VANDALISM:DAMAGE PROPERTY,18Y,2200 E 29TH ST,Oakland,CA,"2200 E 29TH ST
Oakland, CA
(37.795634, -122.22699)"
ROBBERY,08/28/2017 07:45:00 AM,17-045009,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",20X,1400 MITCHELL ST,Oakland,CA,"1400 MITCHELL ST
Oakland, CA
(37.780355, -122.230771)"
ASSAULT,11/23/2017 03:00:00 PM,17-061228,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18Y,1800 E 25TH ST,Oakland,CA,"1800 E 25TH ST
Oakland, CA
(37.794874, -122.233958)"
ASSAULT,11/16/2017 01:31:00 AM,17-059935,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,2300 23RD AV,Oakland,CA,"2300 23RD AV
Oakland, CA
(37.79042, -122.229807)"
ASSAULT,08/28/2017 05:56:00 PM,17-045115,BATTERY,08X,3300 WEBSTER ST,Oakland,CA,"3300 WEBSTER ST
Oakland, CA
(37.821339, -122.262165)"
MOTOR VEHICLE THEFT,09/12/2017 10:00:00 PM,17-047997,VEHICLE THEFT - AUTO,14X,300 EUCLID AVE,Oakland,CA,"300 EUCLID AVE
Oakland, CA
(37.814037, -122.252878)"
THEFT/LARCENY,10/09/2017 05:00:00 PM,17-916241,GRAND THEFT,07X,800 ISABELLA ST,Oakland,CA,"800 ISABELLA ST
Oakland, CA
(37.81481, -122.275078)"
THEFT/LARCENY,09/11/2017 08:30:00 AM,17-914269,THEFT,14X,100 MONTECITO AVE,Oakland,CA,"100 MONTECITO AVE
Oakland, CA
(37.811275, -122.260508)"
VANDALISM,11/05/2017 12:15:00 AM,17-917483,VANDALISM,26Y,1300 65TH AVE,Oakland,CA,"1300 65TH AVE
Oakland, CA
(37.762978, -122.194261)"
VANDALISM,11/22/2017 10:00:00 PM,17-061163,VANDALISM,27Y,5400 BANCROFT AVENUE,Oakland,CA,"5400 BANCROFT AVENUE
Oakland, CA
(37.771761, -122.200788)"
THEFT/LARCENY,09/09/2017 09:25:00 PM,17-914246,BURGLARY-AUTO,03X,1300 JACKSON ST,Oakland,CA,"1300 JACKSON ST
Oakland, CA
(37.801215, -122.265706)"
VANDALISM,09/28/2017 07:00:00 PM,17-915373,VANDALISM,,FRANKLIN ST,Oakland,CA,"FRANKLIN ST
Oakland, CA
"
ASSAULT,10/28/2017 10:08:00 PM,17-056692,BATTERY,31X,7000 COLISEUM WY,Oakland,CA,"7000 COLISEUM WY
Oakland, CA
(37.754734, -122.204926)"
THEFT/LARCENY,10/13/2017 01:00:00 PM,17-916188,BURGLARY-AUTO,07X,2500 MANDELA PARKWAY,Oakland,CA,"2500 MANDELA PARKWAY
Oakland, CA
(37.81977, -122.288991)"
VANDALISM,10/13/2017 08:10:00 PM,17-916238,VANDALISM,03X,1000BLK WEBSTER ST,Oakland,CA,"1000BLK WEBSTER ST
Oakland, CA
(37.800633, -122.270503)"
ROBBERY,10/04/2017 08:00:00 PM,17-052084,ROBBERY-FIREARM,06X,3800 MARKET ST,Oakland,CA,"3800 MARKET ST
Oakland, CA
(37.828236, -122.274531)"
VANDALISM,11/04/2017 06:30:00 PM,17-917450,VANDALISM,,00,Oakland,CA,"00
Oakland, CA
"
ROBBERY,11/23/2017 10:00:00 AM,17-061196,ROBBERY/INHABITED DWELLING - KNIFE OR CUTTING INSTRUMENT,13Y,600 HILLER DR,Oakland,CA,"600 HILLER DR
Oakland, CA
(37.852703, -122.228992)"
ROBBERY,11/02/2017 08:00:00 PM,17-057648,ROBBERY-KNIFE OR CUTTING INSTRUMENT,23X,1500 35TH AV,Oakland,CA,"1500 35TH AV
Oakland, CA
(37.777353, -122.222134)"
FRAUD,10/24/2017 09:00:00 AM,17-916867,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,35X,9600 ELMVIEW DRIVE,Oakland,CA,"9600 ELMVIEW DRIVE
Oakland, CA
(37.750724, -122.159405)"
THEFT/LARCENY,10/24/2017 08:10:00 PM,17-916887,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740775, -122.198319)"
VANDALISM,10/24/2017 08:00:00 PM,17-916881,VANDALISM,21Y,3300 LAGUNA WAY,Oakland,CA,"3300 LAGUNA WAY
Oakland, CA
(37.796026, -122.211976)"
THEFT/LARCENY,10/23/2017 11:30:00 AM,17-916770,BURGLARY-AUTO,03X,200 14TH ST,Oakland,CA,"200 14TH ST
Oakland, CA
(37.801984, -122.265237)"
THEFT/LARCENY,11/06/2017 09:30:00 AM,17-917490,BURGLARY-AUTO,02Y,1500 3RD,Oakland,CA,"1500 3RD
Oakland, CA
(37.797874, -122.254569)"
THEFT/LARCENY,10/17/2017 06:50:00 PM,17-054397,BURGLARY-AUTO,03X,1000 WEBSTER ST,Oakland,CA,"1000 WEBSTER ST
Oakland, CA
(37.800633, -122.270503)"
THEFT/LARCENY,10/23/2017 01:00:00 AM,17-916783,BURGLARY-AUTO,20X,2900 INTERNATIONAL BOULEVARD,Oakland,CA,"2900 INTERNATIONAL BOULEVARD
Oakland, CA
(37.779165, -122.228779)"
VANDALISM,10/15/2017 02:35:00 AM,17-916885,VANDALISM,34X,1600 89TH AVE,Oakland,CA,"1600 89TH AVE
Oakland, CA
(37.75149, -122.172419)"
THEFT/LARCENY,10/24/2017 11:20:00 AM,17-916904,THEFT,,SAN PABLO AVE,Oakland,CA,"SAN PABLO AVE
Oakland, CA
"
ASSAULT,10/28/2017 10:39:00 PM,17-056697,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,3400 66TH AV,Oakland,CA,"3400 66TH AV
Oakland, CA
(37.773128, -122.177117)"
ARSON,11/21/2017 06:14:00 PM,17-060922,MAL SET/ETC FIRE PROP/ETC - COMMUNITY/PUBLIC,31Z,400 CAPISTRANO DR,Oakland,CA,"400 CAPISTRANO DR
Oakland, CA
(37.727725, -122.179229)"
ROBBERY,11/09/2017 09:08:00 PM,17-058893,ROBBERY-FIREARM,10Y,700 47TH ST,Oakland,CA,"700 47TH ST
Oakland, CA
(37.835005, -122.267181)"
THEFT/LARCENY,10/24/2017 08:00:00 AM,17-916846,BURGLARY-AUTO,08X,2300 NORTHGATE AVE,Oakland,CA,"2300 NORTHGATE AVE
Oakland, CA
(37.812987, -122.270985)"
VANDALISM,09/12/2017 08:00:00 PM,17-047919,VANDALISM-$400,26Y,1100 65TH AV,Oakland,CA,"1100 65TH AV
Oakland, CA
(37.76117, -122.196899)"
VANDALISM,10/12/2017 08:35:00 AM,17-916255,VANDALISM,,21ST ST,Oakland,CA,"21ST ST
Oakland, CA
"
THEFT/LARCENY,10/12/2017 07:15:00 PM,17-916186,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
ROBBERY,10/04/2017 03:30:00 PM,17-052033,ATTEMPTED ROBBERY-STRONG-ARM,30Y,7600 GARFIELD AV,Oakland,CA,"7600 GARFIELD AV
Oakland, CA
(37.765051, -122.173765)"
THEFT/LARCENY,09/06/2017 03:35:00 PM,17-914019,THEFT,09X,4500 GILBERT ST,Oakland,CA,"4500 GILBERT ST
Oakland, CA
(37.832938, -122.250865)"
THEFT/LARCENY,11/06/2017 11:00:00 AM,17-917471,BURGLARY-AUTO,35Y,4500 HEAFEY ROAD,Oakland,CA,"4500 HEAFEY ROAD
Oakland, CA
(37.765977, -122.136917)"
ASSAULT,11/12/2017 02:30:00 PM,17-059972,SC ADW - OTHER DANGEROUS WEAPON,32X,9900 C ST,Oakland,CA,"9900 C ST
Oakland, CA
(37.741217, -122.173936)"
THEFT/LARCENY,10/29/2017 05:55:00 AM,17-056759,GRAND THEFT,03X,00 10TH ST,Oakland,CA,"00 10TH ST
Oakland, CA
"
ASSAULT,11/09/2017 05:59:00 PM,17-058869,FORCE/ADW-KNIFE:GBI,30X,1400 SUNSHINE CT,Oakland,CA,"1400 SUNSHINE CT
Oakland, CA
(37.7585, -122.185502)"
THEFT/LARCENY,11/06/2017 09:00:00 AM,17-917475,BURGLARY-AUTO,26Y,800 81ST AVE,Oakland,CA,"800 81ST AVE
Oakland, CA
(37.750269, -122.191379)"
BURGLARY,11/09/2017 04:00:00 PM,17-058894,BURGLARY-FORCIBLE ENTRY,11X,600 66TH ST,Oakland,CA,"600 66TH ST
Oakland, CA
(37.85165, -122.263199)"
THEFT/LARCENY,10/07/2017 01:18:00 PM,17-052651,THEFT,04X,1400 HARRISON ST,Oakland,CA,"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)"
BURGLARY,10/05/2017 10:00:00 AM,17-052206,BURGLARY-NO FORCE,26X,800 51ST AV,Oakland,CA,"800 51ST AV
Oakland, CA
(37.765312, -122.212101)"
MOTOR VEHICLE THEFT,09/04/2017 08:00:00 PM,17-046467,VEHICLE THEFT - AUTO,31Y,9300 RAILROAD AVE,Oakland,CA,"9300 RAILROAD AVE
Oakland, CA
(37.740535, -122.185106)"
THEFT/LARCENY,11/03/2017 09:00:00 PM,17-917486,BURGLARY-AUTO,04X,2200 TELEGRAPH AVE,Oakland,CA,"2200 TELEGRAPH AVE
Oakland, CA
(37.811615, -122.269048)"
ASSAULT,11/02/2017 08:24:00 PM,17-057649,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,17X,1900 PARK BLVD,Oakland,CA,"1900 PARK BLVD
Oakland, CA
(37.800036, -122.249631)"
THEFT/LARCENY,09/18/2017 08:10:00 AM,17-914763,THEFT,14X,200 MACARTHUR BLVD,Oakland,CA,"200 MACARTHUR BLVD
Oakland, CA
(37.817623, -122.253038)"
FRAUD,10/14/2017 01:10:00 PM,17-916221,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,13Z,3000 HOLYROOD DRIVE,Oakland,CA,"3000 HOLYROOD DRIVE
Oakland, CA
(37.821425, -122.190609)"
MOTOR VEHICLE THEFT,11/02/2017 05:00:00 PM,17-057657,SC STOLEN VEHICLE - AUTO,22X,3400 WILSON AV,Oakland,CA,"3400 WILSON AV
Oakland, CA
(37.797548, -122.212437)"
THEFT/LARCENY,10/24/2017 09:00:00 PM,17-916884,BURGLARY-AUTO,12X,4900 TELEGRAPH AVE,Oakland,CA,"4900 TELEGRAPH AVE
Oakland, CA
(37.836153, -122.262569)"
MOTOR VEHICLE THEFT,09/11/2017 07:00:00 PM,17-047786,VEHICLE THEFT - AUTO,35Y,10200 ROYAL OAK RD,Oakland,CA,"10200 ROYAL OAK RD
Oakland, CA
(37.758797, -122.138379)"
THEFT/LARCENY,11/04/2017 06:00:00 PM,17-917454,BURGLARY-AUTO,08X,500 W MACARTHUR BOULEVARD,Oakland,CA,"500 W MACARTHUR BOULEVARD
Oakland, CA
(37.826642, -122.265664)"
THEFT/LARCENY,09/18/2017 08:32:00 PM,17-914753,BURGLARY-AUTO,12Y,6300 COLLEGE AV,Oakland,CA,"6300 COLLEGE AV
Oakland, CA
(37.850346, -122.252379)"
MOTOR VEHICLE THEFT,09/06/2017 11:20:00 PM,17-046955,VEHICLE THEFT - AUTO,26X,1000 47TH AV,Oakland,CA,"1000 47TH AV
Oakland, CA
(37.768343, -122.214004)"
VANDALISM,09/01/2017 08:30:00 AM,17-913753,VANDALISM,,SALEM ST,Oakland,CA,"SALEM ST
Oakland, CA
"
THEFT/LARCENY,11/05/2017 10:00:00 PM,17-917484,BURGLARY-AUTO,20X,1700 28TH AVE,Oakland,CA,"1700 28TH AVE
Oakland, CA
(37.783081, -122.226781)"
THEFT/LARCENY,10/24/2017 04:45:00 PM,17-916864,GRAND THEFT,14Y,3200 LAKESHORE AVE,Oakland,CA,"3200 LAKESHORE AVE
Oakland, CA
(37.810277, -122.245433)"
FRAUD,08/28/2017 12:00:00 AM,17-047225,GET CREDIT/ETC OTHER'S ID,26Y,1100 57TH AV,Oakland,CA,"1100 57TH AV
Oakland, CA
(37.762772, -122.20635)"
THEFT/LARCENY,09/02/2017 07:00:00 PM,17-046199,BURGLARY-AUTO,10X,6000 HERZOG ST,Oakland,CA,"6000 HERZOG ST
Oakland, CA
(37.843431, -122.282368)"
VANDALISM,10/13/2017 07:30:00 PM,17-917481,VANDALISM,12X,4000 SHAFTER AVE,Oakland,CA,"4000 SHAFTER AVE
Oakland, CA
(37.828568, -122.259733)"
THEFT/LARCENY,11/06/2017 10:10:00 AM,17-917472,THEFT,30X,8100 INTERNATIONAL BOULEVARD,Oakland,CA,"8100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.756141, -122.180557)"
THEFT/LARCENY,09/09/2017 02:00:00 AM,17-047430,BURGLARY-AUTO,26Y,900 75TH AV,Oakland,CA,"900 75TH AV
Oakland, CA
(37.753672, -122.193064)"
THEFT/LARCENY,11/21/2017 08:30:00 PM,17-061146,BURGLARY-AUTO,05Y,1400 BLK OF WOOD STREET,Oakland,CA,"1400 BLK OF WOOD STREET
Oakland, CA
(37.813533, -122.297599)"
THEFT/LARCENY,10/25/2017 08:20:00 AM,17-916901,BURGLARY-AUTO,25X,3900 MAGEE AVE,Oakland,CA,"3900 MAGEE AVE
Oakland, CA
(37.795437, -122.195945)"
MOTOR VEHICLE THEFT,11/23/2017 10:56:00 AM,17-061212,VEHICLE THEFT - AUTO,26X,700 KEVIN CT.,Oakland,CA,"700 KEVIN CT.
Oakland, CA
(37.758163, -122.207188)"
MOTOR VEHICLE THEFT,10/28/2017 02:00:00 AM,17-056668,VEHICLE THEFT - AUTO,08X,100 GRAND AV,Oakland,CA,"100 GRAND AV
Oakland, CA
(37.811432, -122.265382)"
ASSAULT,11/09/2017 02:15:00 PM,17-058849,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,18Y,3000 22ND AV,Oakland,CA,"3000 22ND AV
Oakland, CA
(37.796818, -122.226783)"
THEFT/LARCENY,11/06/2017 07:00:00 PM,17-917470,GRAND THEFT,12Y,6000 COLLEGE AVE,Oakland,CA,"6000 COLLEGE AVE
Oakland, CA
(37.84836, -122.252169)"
ASSAULT,08/30/2017 07:00:00 PM,17-045530,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
THEFT/LARCENY,10/22/2017 08:00:00 PM,17-916796,BURGLARY-AUTO,04X,600 21ST ST,Oakland,CA,"600 21ST ST
Oakland, CA
(37.810664, -122.271397)"
ASSAULT,11/21/2017 11:17:00 AM,17-060843,BATTERY,03X,400 11TH ST,Oakland,CA,"400 11TH ST
Oakland, CA
(37.801777, -122.271252)"
ASSAULT,08/29/2017 01:30:00 PM,17-045382,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,25X,3700 MCCLELLAND ST,Oakland,CA,"3700 MCCLELLAND ST
Oakland, CA
(37.784636, -122.186568)"
DRUGS/ALCOHOL VIOLATIONS,09/13/2017 05:07:00 PM,17-048117,POSSESS NARCOTIC CONTROLLED SUBSTANCE,33X,1300 83RD AV,Oakland,CA,"1300 83RD AV
Oakland, CA
(37.753998, -122.180039)"
THEFT/LARCENY,10/05/2017 04:00:00 PM,17-052354,BURGLARY-AUTO,35X,3000 EL MONTE AV,Oakland,CA,"3000 EL MONTE AV
Oakland, CA
(37.764296, -122.159722)"
THEFT/LARCENY,09/08/2017 11:30:00 PM,17-047322,BURGLARY-AUTO,08X,2600 BROADWAY,Oakland,CA,"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)"
THEFT/LARCENY,10/14/2017 12:25:00 PM,17-916205,THEFT,12Y,6000 COLLEGE AVE,Oakland,CA,"6000 COLLEGE AVE
Oakland, CA
(37.84836, -122.252169)"
THEFT/LARCENY,10/17/2017 06:00:00 AM,17-916757,GRAND THEFT,,SAN PABLO AVE,Oakland,CA,"SAN PABLO AVE
Oakland, CA
"
THEFT/LARCENY,08/31/2017 08:00:00 PM,17-913769,BURGLARY-AUTO,26Y,800 71ST AVE,Oakland,CA,"800 71ST AVE
Oakland, CA
(37.754147, -122.19791)"
VANDALISM,09/29/2017 08:40:00 AM,17-915375,VANDALISM,08X,2700 WEBSTER ST,Oakland,CA,"2700 WEBSTER ST
Oakland, CA
(37.816266, -122.264116)"
MOTOR VEHICLE THEFT,11/16/2017 10:00:00 AM,17-060024,VEHICLE THEFT - AUTO,28X,4600 FLEMING AV,Oakland,CA,"4600 FLEMING AV
Oakland, CA
(37.781109, -122.198873)"
THEFT/LARCENY,10/24/2017 02:00:00 AM,17-916897,BURGLARY-AUTO,08X,2500 HARRISON ST,Oakland,CA,"2500 HARRISON ST
Oakland, CA
(37.812819, -122.261413)"
THEFT/LARCENY,11/03/2017 11:26:00 AM,17-917469,THEFT,30X,8100 INTERNATIONAL BOULEVARD,Oakland,CA,"8100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.756141, -122.180557)"
BURGLARY,08/28/2017 05:30:00 PM,17-045141,BURGLARY-FORCIBLE ENTRY,26X,6200 SAN LEANDRO ST,Oakland,CA,"6200 SAN LEANDRO ST
Oakland, CA
(37.759073, -122.203438)"
THEFT/LARCENY,09/01/2017 11:30:00 PM,17-913875,THEFT,11X,6100 TELEGRAPH AVE,Oakland,CA,"6100 TELEGRAPH AVE
Oakland, CA
(37.847379, -122.260904)"
MOTOR VEHICLE THEFT,11/16/2017 02:00:00 AM,17-060120,VEHICLE THEFT - AUTO,25X,3500 VICTOR AV,Oakland,CA,"3500 VICTOR AV
Oakland, CA
(37.797854, -122.19284)"
ASSAULT,11/23/2017 06:40:00 PM,17-061238,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,24X,2000 36TH AV,Oakland,CA,"2000 36TH AV
Oakland, CA
(37.78214, -122.216738)"
THEFT/LARCENY,09/13/2017 10:00:00 PM,17-914890,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
MOTOR VEHICLE THEFT,11/23/2017 12:17:00 PM,17-061202,VEHICLE THEFT - AUTO,30Y,6900 BANCROFT AVE.,Oakland,CA,"6900 BANCROFT AVE.
Oakland, CA
(37.767875, -122.179165)"
VANDALISM,09/29/2017 10:20:00 AM,17-915370,VANDALISM,30X,7400 DEERWOOD AVE DEERWOOD A,Oakland,CA,"7400 DEERWOOD AVE DEERWOOD A
Oakland, CA
(37.763303, -122.179094)"
BURGLARY,11/15/2017 05:30:00 PM,17-060009,BURGLARY-NO FORCE,13X,5900 MARGARIDO DR,Oakland,CA,"5900 MARGARIDO DR
Oakland, CA
(37.844452, -122.241781)"
THEFT/LARCENY,10/14/2017 04:55:00 PM,17-916206,THEFT,06X,700 APGAR ST,Oakland,CA,"700 APGAR ST
Oakland, CA
(37.828407, -122.27017)"
MOTOR VEHICLE THEFT,08/28/2017 03:00:00 PM,17-045205,VEHICLE THEFT - AUTO,27Y,1500 51ST AV,Oakland,CA,"1500 51ST AV
Oakland, CA
(37.769779, -122.207362)"
ASSAULT,11/23/2017 03:34:00 AM,17-061152,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,32Y,10600 MACARTHUR BLVD,Oakland,CA,"10600 MACARTHUR BLVD
Oakland, CA
(37.742651, -122.15211)"
ASSAULT,09/10/2017 02:00:00 PM,17-047530,INFLICT CRPL INJ SP/COHAB,19X,1400 4TH AV,Oakland,CA,"1400 4TH AV
Oakland, CA
(37.796563, -122.254553)"
THEFT/LARCENY,10/25/2017 08:00:00 AM,17-916898,BURGLARY-AUTO,16X,3200 LAKESHORE AVE,Oakland,CA,"3200 LAKESHORE AVE
Oakland, CA
(37.810277, -122.245433)"
THEFT/LARCENY,08/28/2017 06:25:00 AM,17-913524,GRAND THEFT,08X,400 28TH ST,Oakland,CA,"400 28TH ST
Oakland, CA
(37.81639, -122.264966)"
MOTOR VEHICLE THEFT,11/16/2017 04:06:00 PM,17-060133,VEHICLE THEFT - AUTO,24Y,2800 SHORT ST,Oakland,CA,"2800 SHORT ST
Oakland, CA
(37.787274, -122.206742)"
ASSAULT,09/09/2017 01:45:00 AM,17-047332,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02X,300 ADELINE ST,Oakland,CA,"300 ADELINE ST
Oakland, CA
(37.801071, -122.289205)"
THEFT/LARCENY,11/05/2017 02:15:00 PM,17-917460,GRAND THEFT,06X,700 31ST ST,Oakland,CA,"700 31ST ST
Oakland, CA
(37.820744, -122.2717)"
THEFT/LARCENY,09/05/2017 05:15:00 PM,17-914064,BURGLARY-AUTO,09X,00 YOSEMITE AVE,Oakland,CA,"00 YOSEMITE AVE
Oakland, CA
"
BURGLARY,10/04/2017 03:13:00 AM,17-051892,ATTEMPTED BURGLARY,26X,800 50TH AV,Oakland,CA,"800 50TH AV
Oakland, CA
(37.765347, -122.213325)"
THEFT/LARCENY,09/28/2017 07:00:00 PM,17-915368,THEFT,03X,100 12TH ST,Oakland,CA,"100 12TH ST
Oakland, CA
(37.799561, -122.263415)"
